IdSupplier	OriginalSupplierName	SupplierName
393	AMERICAN SCIENCE & ENGINEERING	AMERICAN SCIENCE & ENGINEERING
394	AMEYA COMPUTERS PTY. LTD.	AMEYA COMPUTERS
395	AMFAC PTY LTD	AMFAC
396	AMHERST SYSTEMS INC	AMHERST SYSTEMS
397	AMI SALES	AMI SALES
398	AMLINK TECHNOLOGIES MARKETING PTY LTD	AMLINK TECHNOLOGIES
399	AMLINK TECHNOLOGIES PTY LTD	AMLINK TECHNOLOGIES
400	AMOG PTY. LTD.	AMOG
401	AMOR CONSULTING PTY LTD	AMOR CONSULTING
402	AMPEX DATA SYSTEMS CORPORATION	AMPEX DATA SYSTEMS CORPORATION
403	AMPHENOL AUSTRALIA LTD	AMPHENOL
404	AMPL SOFTWARE PTY LTD	AMPL SOFTWARE
405	AMREIN ENGINEERING AG	AMREIN ENGINEERING AG
406	AMRISTAR SOLUTIONS PTY LTD	AMRISTAR SOLUTIONS
407	AMS - GEMATRONIK GMBH	AMS - GEMATRONIK GMBH
408	AMS LTD	AMS
409	AMS MANAGEMENT SYSTEMS AUSTRALIA PTY LTD	AMS MANAGEMENT SYSTEMS
410	AMS OVERSEAS LTD	AMS OVERSEAS
411	AMSCO PTY. LTD.	AMSCO
412	AMT SOFTWARE	AMT SOFTWARE
413	AMTECH AUSTRALIA PTY. LIMITED	AMTECH
414	AMTECH PRECISION ENGINEERING PTY LTD	AMTECH PRECISION ENGINEERING
415	AMTEX ELECTRONICS PTY LTD	AMTEX ELECTRONICS
416	AMTI	AMTI
417	AMTRONICS	AMTRONICS
418	AMW PROFESSIONAL SERVICES	AMW PROFESSIONAL SERVICES
419	ANADEX PTY LTD	ANADEX
420	ANALYSER SALES PTY LTD	ANALYSER SALES
421	ANALYSIS & TECHNOLOGY AUSTRALIA PTY LTD	ANALYSIS & TECHNOLOGY
422	ANALYTICA INTERNATIONAL PTY LTD	ANALYTICA INTERNATIONAL
423	ANALYTICAL GRAPHICS INC	ANALYTICAL GRAPHICS
424	ANALYTICS GROUP	ANALYTICS GROUP
425	ANASPEC CC	ANASPEC CC
426	ANDERSON CORPORATION PTY LTD	ANDERSON CORPORATION
427	ANDERSON IT SYSTEMS PTY LTD	ANDERSON IT SYSTEMS
428	ANDREW & STEPHEN MARTIN	ANDREW & STEPHEN MARTIN
429	ANDREW CORPORATION (AUSTRALIA) PTY. LTD.	ANDREW CORPORATION
430	ANDREW LEE-KOO	ANDREW LEE-KOO
431	ANDREW MILLHOUSE	ANDREW MILLHOUSE
432	ANDREWS COMPUTER CABLING	ANDREWS COMPUTER CABLING
433	ANECDOTE PTY LTD	ANECDOTE
434	ANGEL TRAIN PTY LTD	ANGEL TRAIN
435	ANGLES & ANGELS PTY LTD	ANGLES & ANGELS
436	ANITCOM	ANITCOM
437	ANITECH PTY LIMITED	ANITECH
438	ANIXTER AUSTRALIA PTY LTD	ANIXTER
439	ANNEXUS PTY. LTD.	ANNEXUS
440	ANRITSU PTY LTD	ANRITSU
441	ANRITSU PTY. LTD.	ANRITSU
442	ANSELINES HOME APPLIANCE	ANSELINES HOME APPLIANCE
443	ANSOFT CORPORATION	ANSOFT CORPORATION
444	ANSOFT CORPORATION (SINGAPORE BRANCH)	ANSOFT CORPORATION
445	ANSTAT PTY LTD	SAI GLOBAL
446	ANSWERZ PTY. LIMITED	ANSWERZ
447	ANSYS INC	ANSYS
448	ANTARES CORPORATION PTY LTD	ANTARES CORPORATION
449	ANTE MARETIC	ANTE MARETIC
450	ANTEON AUSTRALIA PTY LTD	ANTEON AUSTRALIA
451	ANTEON CORPORATION	ANTEON CORPORATION
452	ANTHONY CAMERON	ANTHONY CAMERON
453	ANTHONY S BAYLISS	ANTHONY S BAYLISS
454	ANTIVIRUS AUSTRALIA PTY LTD	ANTIVIRUS
455	ANTRIX CORPORATION LIMITED	ANTRIX CORPORATION
456	ANTZ CONSULTING	CHARTER MASON
457	ANU	ANU
458	ANY BOOKS	ANY BOOKS
459	ANYWARE COMPUTER ACCESSORIES PTY LIMITED	ANYWARE COMPUTER ACCESSORIES
460	ANZ SPECIALISED ASSET FINANCE PTY LTD	ANZ SPECIALISED ASSET FINANCE
461	ANZESTO PTY LTD	ANZESTO
462	ANZLIC	ANZLIC
463	AOM IT	AOM IT
464	AOZORA CONSULTING PTY. LTD.	AOZORA CONSULTING
465	APA MANAGEMENT SERVICES PTY LTD	APA MANAGEMENT SERVICES
466	APA MANAGEMENT SYSTEMS PTY LTD	APA MANAGEMENT SYSTEMS
467	APAC	APAC
468	APAC AUDIO PTY LTD	APAC AUDIO
469	APC TECHNOLOGY	APC TECHNOLOGY
470	APCD CANBERRA PTY LTD	APCD
471	APEC COMPUTERS	APEC COMPUTERS
472	APERIUM PTY. LIMITED	APERIUM
473	APES SOLUTIONS	APES SOLUTIONS
474	APIS CONSULTING GROUP PTY LTD	APIS GROUP
475	APJ COMMUNICATIONS PTY LTD	APJ COMMUNICATIONS
476	APMG-AUSTRALASIA LIMITED	APMG-AUSTRALASIA
477	APNIC PTY LTD	APNIC
478	APOZEMA PTY LTD	APOZEMA
479	APP CORPORATION PTY LIMITED	APP CORPORATION
480	APPLAUD IT	APPLAUD
481	APPLE CENTRE CANBERRA CITY	APPLECENTRE
482	APPLE CENTRE NEXT BYTE	NEXT BYTE
483	APPLE COMPUTER AUSTRALIA PTY LTD	APPLE
484	APPLECENTRE ADELAIDE	APPLECENTRE
485	APPLECENTRE CAIRNS	APPLECENTRE
486	APPLECENTRE CANBERRA CITY	APPLECENTRE
487	APPLECENTRE MAC 1	MAC 1
488	APPLECENTRE MOONEE PONDS	APPLECENTRE
489	APPLICATION DEVELOPMENT SUPPORT SERVICES PTY. LIMITED	APPLICATION DEVELOPMENT SUPPORT SERVICES
490	APPLICATIONS TECHNOLOGY INC	APPLICATIONS TECHNOLOGY
491	APPLICON AUSTRALIA PTY LTD	APPLICON
492	APPLIED BIOSYSTEMS PTY LTD	APPLIED BIOSYSTEMS
493	APPLIED DATA CONTROL PTY LTD	APPLIED DATA CONTROL
494	APPLIED IMAGE TECH	APPLIED IMAGE TECH
495	APPLIED MEASUREMENT AUST PTY LTD	APPLIED MEASUREMENT
496	APPLIED SATELLITE TECHNOLOGY AUSTRALIA PTY LTD	APPLIED SATELLITE TECHNOLOGY
497	APPSENSE LIMITED	APPSENSE
498	APPTEK	APPTEK
499	APRISMA MANAGEMENT TECHNOLOGIES	APRISMA MANAGEMENT TECHNOLOGIES
500	APT BUSINESS SOLUTIONS PTY LTD	APT BUSINESS SOLUTIONS
501	APTITUNE CORPORATION	APTITUNE CORPORATION
502	AQKNOWLEDGE SYSTEMS PTY LTD	AQKNOWLEDGE SYSTEMS
503	AQUANAUT PTY LTD	AQUANAUT
504	AQUILA SOFTWARE	AQUILA SOFTWARE
505	AQUION PTY LIMITED	AQUION
506	AQUION PTY LTD	AQUION
507	AQUITAINE CONSULTING	AQUITAINE CONSULTING
508	ARBITER SOLUTIONS PTY LTD	ARBITER SOLUTIONS
509	ARC COMPUTERS	ARC COMPUTERS
510	ARCHDALL INVESTMENTS PTY LTD	ARCHDALL INVESTMENTS
511	ARCHITECTUS BRISBANE PTY LTD	ARCHITECTUS BRISBANE
512	ARCITECTA PTY LTD	ARCITECTA
513	ARDEC INTERNATIONAL PTY LTD	ARDEC INTERNATIONAL
514	ARDEN PTY LTD	ARDEN
515	ARDENT OFFICE EQUIPMENT PTY. LTD.	ARDENT OFFICE EQUIPMENT
516	ARGENT SOFTWARE	ARGENT SOFTWARE
517	ARGENT TECHNO-RACKING PTY LTD	ARGENT TECHNO-RACKING
518	ARGON TECHNOLOGY PTY LTD	ARGON TECHNOLOGY
519	ARGONNE NATIONAL LABORATORY	ARGONNE NATIONAL LABORATORY
520	ARGSOFT SALES AND SUPPORT PTY LIMITED	ARGSOFT SALES AND SUPPORT
521	ARGUS SOLUTIONS LTD	ARGUS GLOBAL
522	ARI SYSTEMS PTY LIMITED	ARI SYSTEMS
523	ARID LAND COMMUNICATIONS	ARID LAND COMMUNICATIONS
524	ARIES AUSTRALIA	ARIES
525	ARINC INCORPORATED	ARINC
526	ARION SYSTEMS PTY LTD	ARION SYSTEMS
527	ARISING TECHNOLOGY SYSTEMS PTY LTD	ARISING TECHNOLOGY SYSTEMS
528	ARISTECH PTY LTD	ARISTECH
529	ARISTOTLE CORPORATION	ARISTOTLE CORPORATION
530	ARK GROUP AUSTRALIA PTY LTD	ARK GROUP
531	ARMARI LTD	ARMARI
532	ARRB TRANSPORT RESEARCH LTD	ARRB TRANSPORT RESEARCH
533	ARROW COMPUTERS	ARROW COMPUTERS
534	ARROW ELECTRONICS AUSTRALIA PTY LTD	ARROW ELECTRONICS
535	ARROW TECH ASSOC	ARROW TECH ASSOCIATES
536	ARROW TECH ASSOCIATES INC	ARROW TECH ASSOCIATES
537	ART DIRECTION CREATIVE PTY LIMITED	ART DIRECTION CREATIVE
538	ARTDEC PTY LTD	ARTDEC
539	ARTICSOFT LTD	ARTICSOFT
540	ARTISAN TECHNICAL SERVICES	ARTISAN TECHNICAL SERVICES
541	ARTREF	ARTREF
542	ARTWORK CONVERSION SOFTWARE INC	ARTWORK CONVERSION SOFTWARE
543	ARUSPEX PTY. LTD.	ARUSPEX
544	ASCENT AUDIT CONSULTING PTY LTD	ASCENT AUDIT CONSULTING
545	ASCENT CONSULTING PTY LTD	ASCENT CONSULTING
546	ASCENT GOVERNANCE PTY LTD	ASCENT GOVERNANCE
547	ASCENTIAL SOFTWARE PTY LTD	ASCENTIAL SOFTWARE
548	ASCHERB COMPUTING PTY LTD	ASCHERB COMPUTING
549	ASCOM NIRA PTY LTD	ASCOM NIRA
550	ASCRIBE REPORTING	ASCRIBE REPORTING
551	ASD TECHNOLOGY	ASD TECHNOLOGY
552	ASG GROUP LIMITED	ASG GROUP
553	ASG SOFTWARE SOLUTIONS	ASG SOFTWARE SOLUTIONS
554	ASHWELL HOLDINGS PTY LTD	ASHWELL HOLDINGS
555	ASI SOLUTIONS	ASI SOLUTIONS
556	ASIA NETCOM AUSTRALIA PTY LTD	ASIA NETCOM
557	ASIA PACIFIC (ASG) PTY LTD	ASIA PACIFIC (ASG)
558	ASIA PACIFIC TELECOMMUNITY	ASIA PACIFIC TELECOMMUNITY
559	ASIA-PACIFIC ASA PTY LTD	ASIA-PACIFIC ASA
560	ASIA/PACIFIC COMPUTER SERVICES PTY LTD	ASIA/PACIFIC COMPUTER SERVICES
561	ASIAN LAW GROUP PTY LTD	ASIAN LAW GROUP
562	ASIANCE KOREA	ASIANCE KOREA
563	ASIASTAR CONFERENCES PTY LTD	ASIASTAR CONFERENCES
564	ASIO	ASIO
565	ASIT CONSULTING	ASIT CONSULTING
566	ASM PROFESSIONAL SERVICES PTY LTD	ASM PROFESSIONAL SERVICES
567	ASNET AUSTRALIA PTY LTD	ASNET
568	ASP MICROCOMPUTERS	ASP MICROCOMPUTERS
569	ASP SHIP MANAGEMENT PTY LTD	ASP SHIP MANAGEMENT
570	ASPECT TRAFFIC PTY LTD	ASPECT TRAFFIC
571	ASPEN TECHNOLOGY INC.	ASPEN TECHNOLOGY
572	ASPIRE IT INTERNATIONAL PTY LTD	ASPIRE IT INTERNATIONAL
573	ASPREY DI DONATO DESIGN PTY LTD	ASPREY DI DONATO DESIGN
574	ASR DATA ACQUISITION & ANALYSIS	ASR DATA ACQUISITION & ANALYSIS
575	ASSA ABLOY AUSTRALIA PTY LTD	ASSA ABLOY
576	ASSET CAPITAL RENTALS PTY LIMITED	ASSET CAPITAL RENTALS
577	ASSET MANAGEMENT SYSTEMS PTY. LTD.	ASSET MANAGEMENT SYSTEMS
578	ASSET TECHNOLOGIES PACIFIC PTY LTD	ASSET TECHNOLOGIES PACIFIC
579	ASSIST PTY LTD	ASSIST
580	ASSOCIATED ELECTRONIC SERVICES	ASSOCIATED ELECTRONIC SERVICES
581	ASSOCIATION & COMMUNICATION EVENTS	ASSOCIATION & COMMUNICATION EVENTS
582	ASSURED NETWORK SOLUTIONS	ASSURED NETWORK SOLUTIONS
583	AST AUSTRALIA PTY LTD	AST
584	ASTEDDI PTY LTD	ASTEDDI
585	ASTEG ENGINEERING SUPPLIES	ASTEG ENGINEERING SUPPLIES
586	ASTRONOMICAL INSTITUTE UNIVERSITY	ASTRONOMICAL INSTITUTE UNIVERSITY
587	ASTUTE TECHNOLOGIES PTY LTD	ASTUTE TECHNOLOGIES
588	ASUMEN VENTRUE	ASUMEN VENTRUE
589	ASVIC ENGINEERING	ASVIC ENGINEERING
590	AT & T GLOBAL NETWORK SERVICES	AT&T GLOBAL NETWORK SERVICES
591	AT ENGINE CONTROLS LTD	AT ENGINE CONTROLS
592	AT&T GLOBAL NETWORK SERVICES AUSTRALIA PTY LTD	AT&T GLOBAL NETWORK SERVICES
593	ATACS CONSULTING PTY LTD	ATACS CONSULTING
594	ATC IT SUPPLIES	ATC IT SUPPLIES
595	ATC TRAINING AUSTRALASIA PTY LTD	ATC TRAINING AUSTRALASIA
596	ATD CANBERRA PTY LTD	ATD CANBERRA
597	ATD TECHNOLOGIES PTY LTD	ATD TECHNOLOGIES
598	ATDEC PTY LTD	ATDEC
599	ATDI SOUTH PACIFIC PTY LTD	ATDI SOUTH PACIFIC
600	ATECH COMPUTERS	ATECH COMPUTERS
601	ATECH GROUP PTY LIMITED	ATECH GROUP
602	ATEK PTY. LTD.	ATEK
603	ATI AUSTRALIA PTY LTD	ATI AUSTRALIA
604	ATI GROUP PTY LTD	CSG
605	ATI-MIRAGE PTY LTD	ATI-MIRAGE
606	ATLAB IMAGE & SOUND TECHNOLOGY	ATLAB IMAGE & SOUND TECHNOLOGY
607	ATLANTEK MICROSYSTEMS PTY. LTD.	ATLANTEK MICROSYSTEMS
608	ATLANTIS SCIENTIFIC INC.	ATLANTIS SCIENTIFIC
609	ATLAS BUSINESS SERVICES PTY LTD	ATLAS BUSINESS SERVICES
610	ATLAS ELEKTRONIK UK	ATLAS ELEKTRONIK UK
611	ATLAS HYDROGRAPHIC HOLDING	ATLAS HYDROGRAPHIC HOLDING
612	ATLASSIAN PTY LTD	ATLASSIAN
613	ATR COMMUNICATIONS	ATR COMMUNICATIONS
614	ATRAD	ATRAD
615	ATTACHMATE AUSTRALASIA PTY. LTD.	ATTACHMATE
616	ATTAIN IT PTY LTD	ATTAIN IT
617	ATTEND ANYWHERE PTY LTD	ATTEND ANYWHERE
618	ATTORNEY-GENERALS DEPARTMENT	ATTORNEY-GENERALS DEPARTMENT
619	AUDIO SOLUTIONS	AUDIO SOLUTIONS
620	AUDIO SOLUTIONS SIGHT & SOUND	AUDIO SOLUTIONS SIGHT & SOUND
621	AUDIO TECHNOLOGY (N.T.) PTY LIMITED	AUDIO TECHNOLOGY (N.T.)
622	AUDIO TELEX COMMUNICATIONS PTY LTD	AUDIO TELEX COMMUNICATIONS
623	AUDIO VISUAL DIRECT (VIC) PTY LTD	AUDIO VISUAL DIRECT
624	AUDIO VISUAL IMAGENATION PTY LTD	AUDIO VISUAL IMAGENATION
625	AUDIT & ASSURANCE CONSULTING SERVICES PTY LTD	AUDIT & ASSURANCE CONSULTING SERVICES
626	AUDIT AND FRAUD SOFTWARE PTY LTD	AUDIT AND FRAUD SOFTWARE
627	AUDIT STAFF	AUDIT & ASSURANCE CONSULTING SERVICES
628	AURAYA SOLUTIONS PTY LTD	AURAYA SOLUTIONS
629	AUREC PTY LTD	AUREC
630	AURECON AUSTRALIA PTY LTD	AURECON
631	AURION CORPORATION PTY LTD	AURION
632	AURORA CONSULTING PTY. LTD.	AURORA CONSULTING
633	AURORA INVESTMENTS & SYSTEMS PTY LTD	AURORA INVESTMENTS & SYSTEMS
634	AUS PC-MARKET PTY LTD	AUS PC-MARKET
635	AUS TECH EXPRESS	AUS TECH EXPRESS
636	AUSBUS CONSULTING PTY LIMITED	AUSBUS CONSULTING
637	AUSCAN IT SOLUTIONS PTY LTD	AUSCAN IT SOLUTIONS
638	AUSCOMP COMPUTERS PTY LTD	AUSCOMP COMPUTERS
639	AUSCRIPT AUSTRALASIA PTY LIMITED	AUSCRIPT AUSTRALASIA
640	AUSIT COMPUTING PTY LTD	AUSIT COMPUTING
641	AUSLANG INTERNATIONAL PTY LTD	AUSLANG INTERNATIONAL
642	AUSLEC	L&H GROUP
643	AUSOPTIC INTERNATIONAL PTY LTD	AUSOPTIC INTERNATIONAL
644	AUSOPTIC PTY LTD	AUSOPTIC INTERNATIONAL
645	AUSPAC COMPUTERS PTY LTD	AUSPAC COMPUTERS
646	AUSPACE LIMITED	AUSPACE
647	AUSPACIFIC COMPUTER EXPRESS PTY LTD	AUSPACIFIC COMPUTER EXPRESS
648	AUSREGISTRY INTERNATIONAL PTY. LTD.	AUSREGISTRY INTERNATIONAL
649	AUSSIE I.T.	AUSSIE I.T.
650	AUSSIE TELECOM PTY LIMITED	AUSSIE TELECOM
651	AUSSIEHQ PTY LTD	UBER GLOBAL
652	AUSTAN RENTALS	AUSTAN RENTALS
653	AUSTASIA COMPUTER ENGINEERING PTY LTD	AUSTASIA COMPUTER ENGINEERING
654	AUSTEK COMMUNICATIONS PTY LTD	AUSTEK COMMUNICATIONS
655	AUSTEKNIS PTY LTD	AUSTEKNIS
656	AUSTEST LABORATORIES	AUSTEST LABORATORIES
657	AUSTLII FOUNDATION LIMITED	AUSTLII FOUNDATION
658	AUSTRALASIA-ECONOMICS PTY LTD	AUSTRALASIA-ECONOMICS
659	AUSTRALASIAN CONSTRUCTIONS	AUSTRALASIAN CONSTRUCTIONS
660	AUSTRALIA CORPORATE GROUP COMPANY PTY LTD	AUSTRALIA CORPORATE GROUP COMPANY
661	AUSTRALIA INTERNET SOLUTIONS PTY LTD	AUSTRALIA INTERNET SOLUTIONS
662	AUSTRALIA PACIFIC AIRPORTS (MELBOURNE) PTY LIMITED	AUSTRALIA PACIFIC AIRPORTS (MELBOURNE)
663	AUSTRALIA POST	AUSTRALIA POST
664	AUSTRALIA SURVEY RESEARCH GROUP PTY LTD	AUSTRALIA SURVEY RESEARCH GROUP
665	AUSTRALIA WIDE COMPUTER RESOURCES PTY LIMITED	AUSTRALIA WIDE COMPUTER RESOURCES
666	AUSTRALIAN AEROSPACE LTD	AUSTRALIAN AEROSPACE
667	AUSTRALIAN ANTARCTIC DIVISION	AUSTRALIAN ANTARCTIC DIVISION
668	AUSTRALIAN BUREAU OF STATISTICS	AUSTRALIAN BUREAU OF STATISTICS
669	AUSTRALIAN BUSINESS TELEPHONE CO. PTY. LTD.	ABTC
670	AUSTRALIAN COMMUNICATIONS AND MEDIA AUTHORITY	AUSTRALIAN COMMUNICATIONS AND MEDIA AUTHORITY
671	AUSTRALIAN COMMUNICATIONS CONSORTIUM LIMITED	AUSTRALIAN COMMUNICATIONS CONSORTIUM
672	AUSTRALIAN COMPUTER CLEARANCE	AUSTRALIAN COMPUTER CLEARANCE
673	AUSTRALIAN COMPUTER SOCIETY INCORPORATED	AUSTRALIAN COMPUTER SOCIETY
674	AUSTRALIAN COMPUTER TRADERS PTY LTD	AUSTRALIAN COMPUTER TRADERS
675	AUSTRALIAN CORPORATE CONTENT PTY LIMITED	AUSTRALIAN CORPORATE CONTENT
676	AUSTRALIAN CORPORATE INFORMATION SOLUTIONS	AUSTRALIAN CORPORATE INFORMATION SOLUTIONS
677	AUSTRALIAN CORPORATE TECHNOLOGY	AUSTRALIAN CORPORATE TECHNOLOGY
678	AUSTRALIAN CRIME COMMISSION	AUSTRALIAN CRIME COMMISSION
679	AUSTRALIAN CUSTOMS AND BORDER PROTECTION SERVICE	AUSTRALIAN CUSTOMS AND BORDER PROTECTION SERVICE
680	AUSTRALIAN CUSTOMS SERVICE	AUSTRALIAN CUSTOMS SERVICE
681	AUSTRALIAN DATA CABLE SYSTEMS	AUSTRALIAN DATA CABLE SYSTEMS
682	AUSTRALIAN DEFENCE FORCE ACADEMY	AUSTRALIAN DEFENCE FORCE ACADEMY
683	AUSTRALIAN FEDERAL POLICE	AUSTRALIAN FEDERAL POLICE
684	AUSTRALIAN FIBRE WORKS	AUSTRALIAN FIBRE WORKS
685	AUSTRALIAN FIFTY LEADERS (AFL)	AUSTRALIAN FIFTY LEADERS (AFL)
686	AUSTRALIAN FORENSIC SERVICES P/L	AUSTRALIAN FORENSIC SERVICES P/L
687	AUSTRALIAN GOVERNMENT SOLICITOR	AUSTRALIAN GOVERNMENT SOLICITOR
688	AUSTRALIAN GRAPHIC SERVICING PTY	AUSTRALIAN GRAPHIC SERVICING
689	AUSTRALIAN GREEN DEVELOPMENT FORUM LTD	AUSTRALIAN GREEN DEVELOPMENT FORUM
690	AUSTRALIAN INFORMATION TECHNOLOGY SUPPLIES	AUSTRALIAN INFORMATION TECHNOLOGY SUPPLIES
691	AUSTRALIAN INSTITUTE OF HEALTH AND WELFARE	AUSTRALIAN INSTITUTE OF HEALTH AND WELFARE
692	AUSTRALIAN INSTITUTE OF MANAGEMENT NSW & ACT TRAINING CENTRE LIMITED	AUSTRALIAN INSTITUTE OF MANAGEMENT NSW & ACT TRAINING CENTRE
693	AUSTRALIAN INTEGRATED FINANCE PTY LTD	AUSTRALIAN INTEGRATED FINANCE
694	AUSTRALIAN INTERACTIVE MULTIMEDIA (AIM) PTY. LTD.	AUSTRALIAN INTERACTIVE MULTIMEDIA (AIM)
695	AUSTRALIAN MANAGEMENT CONTROL PTY LTD	AUSTRALIAN MANAGEMENT CONTROL
696	AUSTRALIAN MARITIME COLLEGE	AUSTRALIAN MARITIME COLLEGE
697	AUSTRALIAN MICROFILM SERVICES	AUSTRALIAN MICROFILM SERVICES
698	AUSTRALIAN MUSEUM	AUSTRALIAN MUSEUM
699	AUSTRALIAN NATIONAL UNIVERSITY	AUSTRALIAN NATIONAL UNIVERSITY
700	AUSTRALIAN OFFICE MACHINES IT	AUSTRALIAN OFFICE MACHINES IT
701	AUSTRALIAN ORACLE USER GROUP	AUSTRALIAN ORACLE USER GROUP
702	AUSTRALIAN PRESENTATION SYSTEMS	AUSTRALIAN PRESENTATION SYSTEMS
703	AUSTRALIAN PRIVATE NETWORKS PTY LTD	AUSTRALIAN PRIVATE NETWORKS
704	AUSTRALIAN PROJECTS PTY. LIMITED	AUSTRALIAN PROJECTS
705	AUSTRALIAN RADIATION SERVICES PTY. LTD.	AUSTRALIAN RADIATION SERVICES
706	AUSTRALIAN RED CROSS SOCIETY	AUSTRALIAN RED CROSS SOCIETY
707	AUSTRALIAN SATELLITE COMMUNICATIONS PTY LTD	AUSTRALIAN SATELLITE COMMUNICATIONS
708	AUSTRALIAN SCIENTIFIC INSTRUMENTS PTY LTD	AUSTRALIAN SCIENTIFIC INSTRUMENTS
709	AUSTRALIAN SECURITIES AND INVESTMENTS COMMISSION	AUSTRALIAN SECURITIES AND INVESTMENTS COMMISSION
710	AUSTRALIAN SECURITY INTELLIGENCE ORGANISATION	AUSTRALIAN SECURITY INTELLIGENCE ORGANISATION
711	AUSTRALIAN SECURITY TECHNOLOGY PTY. LIMITED	AUSTRALIAN SECURITY TECHNOLOGY
712	AUSTRALIAN SIMULATION	AUSTRALIAN SIMULATION
713	AUSTRALIAN SOUND SERVICE PTY. LTD.	AUSTRALIAN SOUND SERVICE
714	AUSTRALIAN SOUND SERVICES PTY	AUSTRALIAN SOUND SERVICE
715	AUSTRALIAN SPECIAL INFORMATION SYSTEMS PTY LTD	AUSTRALIAN SPECIAL INFORMATION SYSTEMS
716	AUSTRALIAN SPORTS MEDICINE FEDERATION LTD	AUSTRALIAN SPORTS MEDICINE FEDERATION
717	AUSTRALIAN SUBMARINE CORP	AUSTRALIAN SUBMARINE CORP
718	AUSTRALIAN SUBSEA ELECTRONICS	AUSTRALIAN SUBSEA ELECTRONICS
719	AUSTRALIAN SURVEILLANCE SYSTEMS	AUSTRALIAN SURVEILLANCE SYSTEMS
720	AUSTRALIAN SURVEY RESEARCH GROUP PTY LTD	AUSTRALIAN SURVEY RESEARCH GROUP
721	AUSTRALIAN SYSTEMS ENGINEERING PTY. LTD.	AUSTRALIAN SYSTEMS ENGINEERING
722	AUSTRALIAN TARGET SYSTEMS PTY LTD	AUSTRALIAN TARGET SYSTEMS
723	AUSTRALIAN TAXATION OFFICE	AUSTRALIAN TAXATION OFFICE
724	AUSTRALIAN TECHNOLOGY INFORMATION PTY LIMITED	AUSTRALIAN TECHNOLOGY INFORMATION
725	AUSTRALIAN TECHNOLOGY PARTNERSHIPS UNIT TRUST	AUSTRALIAN TECHNOLOGY PARTNERSHIPS UNIT TRUST
726	AUSTRALIAN TEL-TEC PTY LTD	AUSTRALIAN TEL-TEC
727	AUSTRALIAN TONER CARTRIDGE CO	AUSTRALIAN TONER CARTRIDGE CO
728	AUSTRALIAN TRADE COMMISSION	AUSTRALIAN TRADE COMMISSION
729	AUSTRALIAN TRADE DEVELOPMENT PTY LTD	AUSTRALIAN TRADE DEVELOPMENT
730	AUSTRALIAN TRAINING COMPANY	AUSTRALIAN TRAINING COMPANY
731	AUSTRALIAN TRANSACTION REPORTS & ANALYSIS CENTRE (AUSTRAC)	AUSTRALIAN TRANSACTION REPORTS & ANALYSIS CENTRE (AUSTRAC)
732	AUSTRALIANET IT PTY LTD	AUSTRALIANET IT
733	AUSTROADS INCORPORATED	AUSTROADS
734	AUSWIDE COMPUTERS	AUSWIDE COMPUTERS
735	AUTHENTIUM AUSTRALIA	AUTHENTIUM
736	AUTHOR-IT SOFTWARE CORPORATION	AUTHOR-IT SOFTWARE CORPORATION
737	AUTODESK AUSTRALIA PTY LTD	AUTODESK
738	AUTOMATION & CONTROL ELECTRICS PTY LTD	AUTOMATION & CONTROL ELECTRICS
739	AUTOMATION AND PROCESS CONTROL INTEGRATION PTY LTD	AUTOMATION AND PROCESS CONTROL INTEGRATION
740	AUTOMATION SYSTEMS PTY LTD	AUTOMATION SYSTEMS
741	"AUTOMETRIC, INC"	AUTOMETRIC
742	AUTONOMY SYSTEMS AUSTRALIA PTY LTD	AUTONOMY SYSTEMS
743	AUTOTECH COMPUTING PTY LTD	AUTOTECH COMPUTING
744	AV CENTRAL	PRO AV SOLUTIONS
745	AV DESIGN CUSTOM PTY LTD	AV DESIGN CUSTOM
746	AV EXPERTISE PTY LTD	AV EXPERTISE
747	AV MEDIA SYSTEMS	AV MEDIA SYSTEMS
748	AV SOLUTIONS	AV SOLUTIONS
749	AVALANCHE TECHNOLOGY GROUP PTY. LTD.	AVALANCHE TECHNOLOGY GROUP
750	AVALIAS PTY LTD	AVALIAS
751	AVALON AIRPORT AUSTRALIA PTY LTD	AVALON AIRPORT
752	AVALON SYSTEMS PTY. LTD.	AVALON SYSTEMS
753	AVANADE AUSTRALIA PTY LIMITED	AVANADE
754	AVANT CARD PTY LIMITED	AVANT CARD
755	AVANTEC PTY LTD	AVANTEC
756	AVANTEX AUSTRALASIA PTY LTD	AVANTEX AUSTRALASIA
757	AVAYA AUSTRALIA PTY LTD	AVAYA
758	AVCT PTY LTD	AVCT
759	AVE INTEGRATION PTY LIMITED	AVE INTEGRATION
760	AVENCA LIMITED	AVENCA
761	AVENSYS INC	AVENSYS
762	AVEPOINT AU PTY LTD	AVEPOINT
763	AVIARC AUSTRALIA PTY LTD	AVIARC
764	AVIATION DATA SYSTEMS (AUSTRALIA) PTY. LTD.	AVIATION DATA SYSTEMS
765	AVID AUSTRALIA	AVID
766	AVIKO PTY. LIMITED	AVIKO
767	AVISUM PTY LTD	AVISUM
768	AVNET (AUSTRALIA) PTY. LTD.	AVNET
769	AVNET COMPUTER MARKETING	AVNET COMPUTER MARKETING
770	AVNET ELECTRONICS MARKETING (AUSTRALIA) PTY LTD	AVNET
771	AVOCADO CONSULTING PTY LTD	AVOCADO CONSULTING
772	AVOGA PTY LTD	AVOGA
