IdSon,Description,sonid,AustenderCategory,Status,internalcomment,ContractProcessingCategory,ContractProcessingSubCategory,IdCat,Title
207,Provision of Information Communications & Technology Contractor Services,SON317790,Application implementation services,Active,This panel remains active despite advice from Finance that it is not an ICT panel because it is an ICT Labour Hire Panel,Labour Hire,ICT Labour Hire,13,
208,Panel Arrangement for Business Improvement Facilitators,SON317624,Corporate objectives or policy development,Inactive,This panel was originally uploaded as 'active' because it was a mixed panel. However it has since been marked inactive by HF & SK (SK 11/04/2013),Uncategorised,Uncategorised,11,
209,Information Communications & Technology Consultancy Panel,SON317921,Information technology consultation services,Active,,IT Services,Uncategorised,11,
210,Information Communications & Technology Consultancy Panel,SON317702,Information technology consultation services,Active,,ICT,Uncategorised,47,
211,Provision of Computer Equipment and Accessories,SON317701,Computer Equipment and Accessories,Active,,ICT,Uncategorised,7,
212,"Standing Offer to supply Network, Secruity and IP Telphony Infrastructure and Related Services CSIRO2007-016 Network Foundation Project",SON67931,Network security equipment,Active,,ICT,Uncategorised,6,
213,"Standing Offer to Supply Desktop, LKaptops and Server Infrastructure, Software and Related Services CSIRO2007-052",SON68200,Computer Equipment and Accessories,Active,,ICT,Uncategorised,46,
214,Identity matching product and services,SON228702,Software,Active,,ICT,Uncategorised,30,
215,Specialist Superannuation IT Consultant,SON101021,Information technology consultation services,Active,,Labour Hire,ICT Labour Hire,13,
217,Server Environment Products & Services Standing Offer,SON55557,Computer servers,Active,,ICT,Uncategorised,5,
218,Provision of an ICT Solution Panel,SON41,Temporary personnel services,Active,,ICT,Uncategorised,15,
219,Provision of services in relation to the management and administration of Centrelink's HP ICT environment,SON256712,Computer services,Active,,ICT,Uncategorised,14,
220,Centrelink Staff Identifcation Card (SODS08/0068),SON94779,Security and personal safety,Inactive,This panel was originally uploaded as 'active' because it was a mixed panel. However it has since been marked inactive by HF & SK (SK 11/04/2013),ICT,Uncategorised,7,
221,DASD (Direct Access Storage Device) Purchase of sybsystems,SON311507,Computer Equipment and Accessories,Active,,Hardware,Storage,9,
222,Software licence (SOXX10/0001),SON301426,Software,Active,,ICT,Uncategorised,28,
223,IT Infrastructure Library (ITIL) Qualification Scheme Panel of Training Providers,SON315086,Education and Training Services,Active,,ICT,Uncategorised,19,
224,Software,SON286497,Software,Active,,Software,Content and Knowledge Management,28,
225,Tamper evident feature/optically variable device to be included on the Centrelink Staff Identification Card,SON67356,Security and personal safety,Inactive,,ICT,Uncategorised,7,
226,Staff Identification Card Application Management software and maintenance,SON67354,Software,Active,,ICT,Uncategorised,29,
227,Information and Communication Technology (ICT) Research and Advisory Services Panel,SON252666,Market research,Active,,ICT,Uncategorised,11,
228,Training Services,SON25721,Education and Training Services,Inactive,This panel was originally uploaded as 'active' because it was a mixed panel. However it has since been marked inactive by HF & SK (SK 11/04/2013),ICT,Uncategorised,19,
229,VMWare Software Enterprise Agreement and Deed of Standing Offer,SON175513,Software,Active,,Software,Uncategorised,29,
230,Computer Software,SON113,Software,Active,,ICT,Uncategorised,28,
231,IT Services (SOXS05/0620-B),SON25466,Components for information technology or broadcasting or telecommunications,Active,,IT Services,Uncategorised,15,
232,DEVELOPMENT OF THE DEPARTMENT OF HUMAN SERVICES PRRTFOLIO TELECOMMUNICATION PROCUREMENT REQUIREMENTS,SON299138,Management advisory services,Active,,ICT,Uncategorised,40,
233,Purchase of software manitenance and servcies,SON135790,Computer services,Active,,ICT,Uncategorised,18,
234,"Annual payment of maintenance/support for mainframe software, Vantage Suit, and CARS.",SON67301,Software,Active,,ICT,Uncategorised,18,
235,Microsoft Master Services Agreement (SODS06/0397-A),SON25678,Software,Active,,ICT,Uncategorised,27,
236,The development of e-learning products and learning advice.,SON138065,Computer based training software,Active,,ICT,Uncategorised,19,
237,Encrypted Email Services,SON270980,Business administration services,Active,,ICT,Uncategorised,30,
238,"Map software, maitenance and support.",SON101051,Software,Active,,ICT,Uncategorised,31,
239,Licencing Database Software (SOXS06/0348-B),SON25519,Software,Active,,ICT,Uncategorised,29,
240,License and maintenance of computer software,SON25524,Computer services,Active,,ICT,Uncategorised,28,
241,Software and Services for photo capture of Centrelink staff identification card,SON94422,Software,Active,,ICT,Uncategorised,21,
242,Provision of printing and scanning devices,SON282560,Computer Equipment and Accessories,Active,,ICT,Uncategorised,8,
243,License and Maintenance of Symantec Software and associated services,SON63502,Software,Active,,ICT,Uncategorised,30,
244,Supply and Maintenance of a Gateway Virus Protection Solution,SON25676,Software,Active,,ICT,Uncategorised,30,
245,Off site storage and destruction of IT Media (SOXS09/0060),SON168428,Software,Active,,ICT,Uncategorised,15,
246,Computer Network Equipment (SOXS05/0622-A),SON112,Computer Equipment and Accessories,Active,,ICT,Uncategorised,6,
247,Recruitment and Selection Services,SON48759,Human resources services,Inactive,This panel was originally uploaded as 'active' because it was a mixed panel. However it has since been marked inactive by HF & SK (SK 11/04/2013),Uncategorised,Uncategorised,13,
248,Videoconferencing Equipment and Services,SON25690,Communications Devices and Accessories,Active,,ICT,Uncategorised,43,
249,Natural Language Speech Recognition application design services,SON85011,Data Voice or Multimedia Network Equipment or Platforms and Accessories,Active,,ICT,Uncategorised,17,
250,General Management Services Panel,SON281,Management advisory services,Inactive,This panel was originally uploaded as 'active' because it was a mixed panel. However it has since been marked inactive by HF & SK (SK 11/04/2013),Uncategorised,Uncategorised,11,
251,ICT Contractor Services,SON50822,Computer services,Active,This panel remains active despite advice from Finance that it is not an ICT panel because it is an ICT Labour Hire Panel,Labour Hire,ICT Labour Hire,13,
252,Data Network Replacement Project Panel,SON287,Components for information technology or broadcasting or telecommunications,Active,,Telecommunications,Uncategorised,49,
253,Supply of IT Services,SON50486,Computer Equipment and Accessories,Active,,ICT,Uncategorised,15,
254,Computer software development services,SON192662,Software,Active,,ICT,Uncategorised,17,
255,Centrelink piggybacking on an existing Telstra contract arrangement with CRS to provide a secure Teleconference Service.,SON251700,Data Voice or Multimedia Network Equipment or Platforms and Accessories,Active,,ICT,Uncategorised,43,
256,Provision of Integrated Services (ICT) for Centrelink via a panel arrangement.,SON319,Professional engineering services,Active,,ICT,Uncategorised,17,
257,Employment Agency Services Panel,SON288440,Human resources services,Inactive,,Uncategorised,Uncategorised,13,
258,ICT Hardware and Associated Services (Technology Refresh Project) And IT Consultancy services panel,SON46390,Computer Equipment and Accessories,Active,,ICT,Uncategorised,7,
259,Wide Area Network (WAN) Services,SON102130,Wide area network WAN maintenance or support,Active,,ICT,Uncategorised,33,
260,Information Management and Knowledge Management Panel End date extended by 12 months,SON47529,Management advisory services,Active,,Uncategorised,Uncategorised,11,
261,Telecommunication Services.,SON208998,Telecommunications media services,Active,,ICT,Uncategorised,40,
262,Hosting and Development of external Websites,SON48048,World wide web WWW site operation host services,Active,,ICT,Uncategorised,14,
263,The Provision of ICT Professionals,SON115555,Management advisory services,Active,This panel remains active despite advice from Finance that it is not an ICT panel because it is an ICT Labour Hire Panel,Labour Hire,ICT Labour Hire,13,
264,Source IT Agreement for Visual Analysis,SON321194,Software,Active,,ICT,Uncategorised,31,
265,Provision of Information and Communication Technology Support and Associated Services to the Australian National Audit Office.,SON319715,Information technology consultation services,Active,,ICT,Uncategorised,14,
266,Business Intelligence and Perofrmance Management Services,SON315250,Business intelligence consulting services,Active,,Uncategorised,Uncategorised,11,
267,Provision of Server Based Computing Products and Servers,SON316525,Computer Equipment and Accessories,Active,,ICT,Uncategorised,5,
268,SAP Support Services,SON324212,Communications Devices and Accessories,Active,,ICT,Uncategorised,18,
269,Customer Data Management System,SON325467,Software,Active,,ICT,Uncategorised,21,
